代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2830946,森萱医药,10.83,0.266667,2.28,0,8.98,8.55,10.87,8.71,204809.79,200089828.81,0.25144793571235,3.9887578106194,0.064109606294805,0.25263157894737,35.357492654261,882126957.78,4623525622.2,0.3063,98386223.37,397744647.74
0688501,青达环保,23.21,0.200103,3.87,0,20.38,19.34,23.21,20.36,64448.24,145134418,0.29956261733867,1.8171222989128,1,0.14736297828335,178.53846153846,499342562.73,2197290700,0.13,11965690.66,282922986.78
1300436,广生堂,46.49,0.200052,7.75,0,42.19,38.74,46.49,41.03,168586.90,759509570.23,0.12041921428571,9.274431168031,1,0.14093959731544,-328.08750882145,6508600000,7381542730,-0.1417,-20531919.56,271061517.02
1300943,春晖智控,41.04,0.2,6.84,0,34.31,34.2,41.04,34.31,120421.23,463439774.61,0.39353343137255,1.4754899870611,1,0.19678362573099,34.779661016949,1255824000,5576515200,1.18,58651134.79,413066893.83
1300452,山河药辅,22.2,0.2,3.7,0,18.14,18.5,22.2,18.02,273640.66,575772885.75,0.15248409895706,3.2710850833907,1,0.22594594594595,40.533138579514,3983905662,4006368954,0.5477,72541670.8,446238820.02
1300086,康芝药业,6.54,0.2,1.09,0,5.8,5.45,6.54,5.75,395245.94,250865308.86,0.089391026024927,2.6880895835034,1,0.14495412844037,-85.602094240838,2891686741.44,2943000000,-0.0764,-41605513.55,586142511.08
1300261,雅本化学,15.97,0.19985,2.66,0,14.55,13.31,15.97,14.48,721434.89,1129685398.42,0.074891290049405,0.60565823151648,1,0.11194590533434,82.023626091423,15384052251.87,15384052251.87,0.1947,150752618.61,1604249595.24
1300254,仟源医药,8.42,0.19943,1.4,0,6.96,7.02,8.42,6.9,548299.07,435576065.75,0.24051272311173,6.3179741657448,1,0.21652421652422,-12.755643084381,1919515154.82,1919515154.82,-0.6601,-5387497.77,717454934.17
1300026,红日药业,6.35,0.186916,1,-0.0037383177570094,5.49,5.35,6.42,5.4,6012536.05,3599568974.1,0.20014068435981,4.3195293497777,-0.73773664282709,0.19065420560748,31.75,19076383214.95,19076383214.95,0.2,637084718.25,5486439217.46
1301099,雅创电子,95,0.147343,12.2,0.0080917874396135,82.16,82.8,97.65,82.16,48028.59,443186627.92,0.2943800626215,1.7201231304796,0.53621508025653,0.18707729468599,97.938144329897,1549940580,7600000000,0.97,54979117.65,980934449.28
1300612,宣亚国际,36.83,0.140248,4.53,0.012383900928793,33,32.3,38.5,30.81,449237.73,1519213917.59,0.2824684360017,1.1226071135127,0.80373073803731,0.23808049535604,-175.38095238095,5857442279.25,5857442279.25,-0.21,-16031591.58,602968094.4
1300194,福安药业,5.14,0.13969,0.63,0.0022172949002217,4.48,4.51,5.36,4.47,1767834.05,873165824.75,0.14859339759313,2.8657813845487,-0.23112508956304,0.19733924611973,30.235294117647,6115121643.48,6115121643.48,0.17,178436550.74,1826310776.93
1300534,陇神戎发,13.2,0.122449,1.44,-0.017006802721089,11.64,11.76,13.9,11.09,1016371.00,1298850478.88,0.33505447592675,1.2927691895973,-0.91790490341753,0.23894557823129,625.59241706161,4004154000,4004154000,0.0211,-8186791.78,166686957.67
1300838,浙江力诺,18.55,0.108787,1.82,0.0029886431560072,16.9,16.73,18.72,16.66,73482.85,132764602.2,0.13947849441956,4.4226280754971,0.23100775193798,0.1231320980275,26.5,977288200,2529107000,0.7,67900171.92,499291197.42
1300584,海辰药业,19.93,0.108454,1.95,0.0011123470522803,18,17.98,21,17.69,54260.30,104809955.14,0.045216916666667,7.016902027726,-0.0025445292620865,0.18409343715239,68.06693989071,2391600000,2391600000,0.2928,28233311.28,453522480.87
1301211,C亨迪,41.33,0.103605,3.88,0.0040053404539385,38.11,37.45,42.98,38.11,241160.58,978620202.5,0.44033369530468,0.7443668884082,0.5216751048343,0.13004005340454,44.440860215054,2263548503.71,9919200000,0.93,99352300,418344000
1000717,韶钢松山,5.02,0.100877,0.46,0,4.49,4.56,5.02,4.43,1543456.66,737754689.73,0.063791737484475,2.1026599020012,1,0.12938596491228,5.2631578947368,12146012538.2,12146012538.2,0.9538,1658602847.74,33507450180.95
0603998,方盛制药,6.66,0.100826,0.61,0,5.99,6.05,6.66,5.91,339144.46,214493048,0.078975544589694,2.7839984173267,1,0.12396694214876,44.4,2860001935.2,2860001935.2,0.15,62146607.14,1112881337.55
0600540,新赛股份,7.11,0.100619,0.65,0,6.47,6.46,7.11,6.41,1389625.33,953019653,0.29508527007241,4.416590165956,1,0.10835913312694,260.43956043956,3348264755.43,3348264755.43,0.0273,5884409.24,748416606.97
1002665,首航高科,3.72,0.100592,0.34,0,3.68,3.38,3.72,3.54,1608116.25,590020278.07,0.06334365973973,1.2726441877603,1,0.053254437869823,-10.739030023095,9444027191.64,9444041141.64,-0.3464,-100637188.07,780244590.06
0600539,狮头股份,8.1,0.100543,0.74,0,7.39,7.36,8.1,7.38,75512.75,59392482,0.032831630434783,1.1952002215891,1,0.097826086956522,107.14285714286,1863000000,1863000000,0.0756,10798998.72,299672559.61
0600592,龙溪股份,10.19,0.100432,0.93,0,9.27,9.26,10.19,9.27,136837.74,135776479,0.034247657869137,4.9100693248364,1,0.099352051835853,19.446564885496,4071450888.49,4071450888.49,0.524,168509241.34,1107679670.57
1000812,陕西金叶,11.29,0.10039,1.03,0,10,10.26,11.29,9.8,2310821.83,2484156295.36,0.30061715019939,1.0544302397953,1,0.14522417153996,332.05882352941,8678539612.06,8678539612.06,0.034,11715006.79,869512046.2
1002011,盾安环境,14.36,0.100383,1.31,0,13.97,13.05,14.36,13.55,364240.11,517323776.73,0.039711652106495,0.78763337692735,1,0.062068965517241,-28.156862745098,13171166904.8,13171166904.8,-0.51,342212033.02,7374407756.76
1002043,兔 宝 宝,11.51,0.100382,1.05,0,10.52,10.46,11.51,10.48,325345.66,363213066.46,0.043733853250359,1.9170818484369,1,0.098470363288719,11.51,8562539699.31,8562539699.31,1,523457516.51,6315765429.01
0600880,博瑞传播,6.03,0.100365,0.55,0,6.03,5.48,6.03,5.8,1011180.85,609076987,0.092511704903298,1.8996589303696,1,0.041970802919708,73.536585365854,6590971955.25,6592792514.76,0.082,56803305.96,453978594.73
1002840,华统股份,15.57,0.100353,1.42,0,14.24,14.15,15.57,14.13,185333.09,280353890.87,0.042478537247755,2.298345808903,1,0.1017667844523,74.142857142857,6793162849.44,6969689281.44,0.21,46289063.27,6245428625.52
1000862,银星能源,10.2,0.100324,0.93,0,9.4,9.27,10.2,9.17,1464911.38,1450149782.41,0.29219166962416,2.3934864799863,1,0.11111111111111,48.594568842306,5113799478,7202413769.4,0.2099,143798815.14,945041843.32
0600218,全柴动力,15.69,0.100281,1.43,0,14.25,14.26,15.69,14.25,562013.67,864949530,0.15240842022481,2.534250646624,1,0.10098176718093,34.866666666667,5785765950,6834562729.11,0.45,117475256.15,4046992838.58
1000838,财信发展,8.45,0.10026,0.77,0,7.78,7.68,8.45,7.58,510262.20,413956579.74,0.060231107057435,0.49128560568073,1,0.11328125,326.25482625483,7158619193.05,9298905336.5,0.0259,-33631415.86,2778430926.25
0603230,内蒙新华,17.67,0.100249,1.61,0,17.67,16.06,17.67,17.67,9087.52,16057648,0.010282209977258,0.29658233466489,1,0,23.25,1561692270,6246751410,0.76,267637732.92,1327140772.52
0603368,柳药股份,17.89,0.100246,1.63,0,16.26,16.26,17.89,16.26,212832.08,373173817,0.058880213742798,5.9640885959603,1,0.10024600246002,10.777108433735,6466630586.35,6482616875.67,1.66,498405259.79,12879074190.59
1002636,金安国纪,15.37,0.100215,1.4,0,14.02,13.97,15.37,14.02,198256.83,297829529.83,0.027233081043956,3.0071719148162,1,0.09663564781675,13.998178506375,11189360000,11189360000,1.098,715431952.88,4531040165.88
0605166,聚合顺,16.36,0.100202,1.49,0,14.87,14.87,16.36,14.66,95026.05,151799815,0.050652164531636,1.5535661735855,1,0.11432414256893,20.197530864198,3069219632.32,5162348920,0.81,200021595.54,3799517563.87
1002480,新筑股份,5.93,0.100186,0.54,0,5.93,5.39,5.93,5.93,27981.00,16592733,0.0043258282277476,0.21361629227894,1,0,-260.08771929825,3835735523.1,4561170213.1,-0.0228,-149315552.61,882353392.85
