代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
0688032,N禾迈,725,0.299749,167.2,0,633.66,557.8,824,633.66,60812.69,4462518661,0.69100194144662,,0.0039725971867526,0.34123341699534,208.93371757925,6380474150,29000000000,3.47,121601600,506911900
1301096,N百诚,101.08,0.269849,21.48,-0.0033919597989949,100.02,79.6,120,99.98,174721.73,1868515450.53,0.71245833941926,,-0.66726084373143,0.25150753768844,142.3661971831,2478863884.56,10933486700.36,0.71,64518800,222306400
1300534,陇神戎发,7.37,0.200326,1.23,0,6.25,6.14,7.37,6.25,350558.17,253732644.96,0.11556418269627,5.1464274598924,1,0.18241042345277,349.28909952607,2235652650,2235652650,0.0211,-8186791.78,166686957.67
1300683,海特生物,56.57,0.200042,9.43,0,56.57,47.14,56.57,55.08,14984.19,84697371.22,0.014497783562369,3.7340983851675,1,0.031607976240984,1414.25,5846794612.8,6907432614.05,0.04,18636133.57,392370845.33
0688575,亚辉龙,34.8,0.2,5.8,0,34.8,29,34.8,34.8,29512.20,102702456,0.08468350071736,3.8523652882206,0.99828763971255,0,,1212780000,14094000000,-0,154949087.08,857127530.33
0688075,安旭生物,152.79,0.176575,22.93,0,129.86,129.86,155,129.86,18037.55,261570397,0.12826756949719,1.3754842301122,-0.12469545957918,0.19359310026182,10.828490432318,2148600207.6,9371130186,14.11,283904582.25,681989024.08
2835670,数字人,23.99,0.174829,3.57,0,20.56,20.42,26.54,20.35,44639.92,105482944.53,0.067848010456881,3.0086647543459,-0.014692506821521,0.30313418217434,48.959183673469,1578398060,1592072360,0.49,5202942.55,43626587.15
1300165,天瑞仪器,8.38,0.167131,1.2,0.011142061281337,7.17,7.18,8.55,7.1,1503478.59,1207587177.4,0.30524172141753,1.2296679383095,0.77305169057746,0.20194986072423,931.11111111111,4127597802.06,4164783490.6,0.009,4132159.3,611846115.79
1300261,雅本化学,8.36,0.132791,0.98,0,7.34,7.38,8.8,7.33,1195802.54,974243521.24,0.12413482644977,2.8415632033793,-0.12313884616643,0.19918699186992,42.937853107345,8053267177.56,8053267177.56,0.1947,150752618.61,1604249595.24
0688597,煜邦电力,22.46,0.123,2.46,0,20.01,20,23.76,20.01,87697.16,192913730,0.22438287784991,2.5338383838384,0.21983552227814,0.1875,-748.66666666667,877820193.98,3963583130.8,-0.03,-4089501.02,180044332.62
