代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
1301186,N超达,61.1,1.172831,32.98,-0.0017780938833569,58.8,28.12,68.8,52.33,119704.60,706678023.82,0.65771758241758,,-0.5048231511254,0.58570412517781,,1112020000,4445564024.2,0,37902900,317279000
1301182,N凯旺,48.34,0.782448,21.22,0.008849557522124,48,27.12,50.68,45.68,159665.81,758835505.18,0.7026864654555,,0.62966317463193,0.18436578171091,58.170878459687,1098391051.32,4632020978,0.831,44447555.31,463241416.71
0600927,N永安,25.88,0.440178,7.91,0,21.56,17.97,25.88,21.56,27015.34,69693652,0.018560157195236,,1,0.24040066777963,29.747126436782,3766977789.28,37669777789.28,0.87,875435165.53,27368030054.3
1300261,雅本化学,12.88,0.200373,2.15,0,12.5,10.73,12.88,11.87,403582.13,506817993.55,0.041895376527446,0.44773209657951,1,0.094128611369991,66.153055983564,12407425986.48,12407425986.48,0.1947,150752618.61,1604249595.24
1300863,卡倍亿,105.01,0.199977,17.5,0,91.5,87.51,105.01,91.3,66366.17,667911329.54,0.35452013888889,6.2266540944232,1,0.15666780939321,61.194638694639,1965787200,5799702300,1.716,72038333.93,1577785290.51
1301211,C亨迪,42.1,0.128081,4.78,-0.0016077170418005,40,37.32,45,40,331796.49,1406623095.05,0.60582527430819,0.85112687003632,0.10934035751868,0.13397642015005,45.268817204301,2305719622.7,10104000000,0.93,99352300,418344000
0688668,鼎通科技,63.66,0.120972,6.87,0,56.72,56.79,65,56.58,22508.58,138751190,0.068997333763794,3.0449918831169,-0.049718117619132,0.1482655397077,29.609302325581,2076741411.06,5420012400,2.15,86181088.7,412285599.95
1300681,英搏尔,115.05,0.119381,12.27,0.0053512356489589,101.21,102.78,116.32,99.5,30488.24,328507213.57,0.04032835978836,1.3528682996095,0.296875,0.16365051566453,308.44504021448,8697780000,8697780000,0.373,17006111.06,455223963.46
1300591,万里马,8.72,0.116517,0.91,0,7.96,7.81,9.04,7.78,696006.11,584447309.69,0.21108722584415,2.5287097226582,-0.60896272511518,0.16133162612036,-24.501264400112,2875196855.2,2875196855.2,-0.3559,-36240407.11,227808210.67
0600936,广西广电,3.27,0.10101,0.3,0,2.94,2.97,3.27,2.93,607780.89,195760694,0.036371714328299,2.9108949343663,0.8024829125401,0.11447811447811,-20.4375,5464255801.53,5464255801.53,-0.16,-248481895.47,1153567397.42
1000620,新华联,2.29,0.100962,0.21,0,2.05,2.08,2.29,2.05,382314.39,85328044.04,0.020156921022462,0.95524530615672,1,0.11538461538462,-1.8174603174603,4343421061.8,4343421061.8,-1.26,-1788110404.26,3830664588.14
1002413,雷科防务,7.21,0.100763,0.66,0,6.54,6.55,7.21,6.49,1192528.11,838365629.51,0.094841588198966,5.0505856000081,1,0.10992366412214,48.066666666667,9065777826.35,9665061209.16,0.15,105864762.89,1025684708.71
1000717,韶钢松山,4.81,0.100686,0.44,0,4.81,4.37,4.81,4.75,900016.03,432446219.87,0.037198055381471,1.9688283798494,1,0.013729977116705,5.0429859509331,11637912412.1,11637912412.1,0.9538,1658602847.74,33507450180.95
1000008,神州高铁,3.28,0.100671,0.3,0,2.9,2.98,3.28,2.68,2987598.49,869442660.37,0.10743683436818,3.1424059781054,1,0.20134228187919,-12.10332103321,9121008734.88,9121008734.88,-0.271,-98556630.09,1042818140.68
0600217,中再资环,7.11,0.100619,0.65,0,6.31,6.46,7.11,6.25,1563353.79,1073824008,0.11258004374177,2.7196972686014,0.87416073654163,0.13312693498452,28.634716069271,9873371050.02,9873371050.02,0.2483,259803604.19,2661911545.24
1000612,焦作万方,7.99,0.100551,0.73,0,7.47,7.26,7.99,7.45,672540.38,527867657.3,0.056411736441463,3.1126790666504,1,0.074380165289256,13.141447368421,9525673158.06,9525673158.06,0.608,526111272.05,3865486602.32
1000862,银星能源,8.43,0.100522,0.77,0,7.61,7.66,8.43,7.54,400251.60,331748105.8,0.079834305931696,1.0059262074082,1,0.11618798955614,40.161981896141,4226404862.7,5952583144.71,0.2099,143798815.14,945041843.32
0603421,鼎信通讯,9.53,0.100462,0.87,0,8.8,8.66,9.53,8.67,200744.93,184966643,0.030780105906815,1.2695604522089,0.96204041175081,0.099307159353349,238.25,6215375569.83,6224921770.83,0.04,-43747530.58,1315034566.07
0600812,华北制药,12.16,0.100452,1.11,0,10.99,11.05,12.16,10.85,556604.61,652580782,0.034130671815093,2.8825517984986,0.071972810453564,0.1185520361991,-1520,19830585504.64,20863281299.2,-0.008,17777880.2,8186782145.76
0603266,天龙股份,13.7,0.100402,1.25,0,12.65,12.45,13.7,12.65,51148.28,68734844,0.02586985390208,0.85496783942445,0.99709620024603,0.08433734939759,26.346153846154,2708679525.8,2725074535,0.52,76930400.88,843236983.56
1002808,恒久科技,9.87,0.100334,0.9,0,9.87,8.97,9.87,9.87,29545.26,29161171.62,0.010991540178571,0.43683776303183,1,0,139.60396039604,2653056000,2653056000,0.0707,10044363.64,217030840.6
0601600,中国铝业,6.8,0.100324,0.62,0,6.39,6.18,6.8,6.22,9755174.31,6402680788,0.074588216730293,2.6594676966733,-0.4163996063249,0.093851132686084,21.451104100946,88935207484.4,115754176066.8,0.317,5307496000,194928951000
0600714,金瑞矿业,14.04,0.100313,1.28,0,12.83,12.76,14.04,12.62,93164.35,124501987,0.032328945415988,1.814201951987,0.99473467708762,0.11128526645768,74.285714285714,4045994872.92,4045994872.92,0.189,51251785.18,241669525.37
