代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2830946,森萱医药,14.49,0.299552,3.34,0,12,11.15,14.49,11.27,224689.97,282556878.41,0.27585511967846,1.7632420523829,0.93596165799903,0.28878923766816,47.306562193928,1180241885.34,6186046746.6,0.3063,98386223.37,397744647.74
1301166,C优宁维,132,0.256664,26.96,0,113.35,105.04,136,109,129545.47,1580611579.09,0.64332069970512,0.95147680533521,0.77086118006492,0.25704493526276,108.19672131148,2658083604,11440000176,1.22,79317387.15,792978061.47
1300086,康芝药业,8.33,0.200288,1.39,0,6.61,6.94,8.33,6.61,638875.63,494931525.13,0.14449167540601,1.5075643730237,1,0.2478386167147,-109.03141361257,3683142286.88,3748500000,-0.0764,-41605513.55,586142511.08
1300412,迦南科技,20.08,0.200239,3.35,0,18.05,16.73,20.08,18.05,382704.12,731375606.72,0.14878191030495,1.2410984332558,1,0.12133891213389,71.714285714286,5165075992,5879384281.76,0.28,57682292.88,752357052.57
1301138,华研精机,61.5,0.2,10.25,0,51.79,51.25,61.5,51.26,100444.34,565878569.62,0.35302257067773,1.3152260561684,1,0.19980487804878,307.5,1749839082,7380000000,0.2,68398215.81,382866659.45
1300943,春晖智控,50.88,0.2,8.48,0,42.14,42.4,50.88,40.1,178128.93,797987779.9,0.58212068627451,1.6035169921791,1,0.25424528301887,43.118644067797,1556928000,6913574400,1.18,58651134.79,413066893.83
1300247,融捷健康,4.5,0.2,0.75,0,3.77,3.75,4.5,3.75,983275.41,421416965.84,0.12229180478915,2.8315381571763,1,0.2,-56.419529837251,3618181408.5,3618181408.5,0,30252952.9,367789975.05
1300562,乐心医疗,15.79,0.199848,2.63,0,13.17,13.16,15.79,13.03,265493.55,393432554.05,0.12389280770919,4.2005814505411,1,0.209726443769,58.481481481481,3383685648.92,3386602914.58,0.27,38465215.07,1276283199.61
1300254,仟源医药,9.5,0.174289,1.41,-0.0012360939431397,7.86,8.09,9.69,7.77,600134.60,536417103.61,0.26325050465537,2.1859195703737,-0.73584450385121,0.23733003708282,-14.391758824421,2165723749.5,2165723749.5,-0.6601,-5387497.77,717454934.17
0688310,迈得医疗,42.4,0.145018,5.37,0.0037807183364839,37.03,37.03,44.38,36.74,20014.88,82481886,0.052907427967222,3.1529426591052,-0.54940770730244,0.20631920064812,75.714285714286,1603992000,3544640000,0.56,39276295.59,193295941.21
1300430,诚益通,13.87,0.141564,1.72,-0.0032921810699589,12.2,12.15,14.49,12.1,229355.70,309385681.67,0.084960056023125,4.401680023951,-0.75539755685861,0.19670781893004,37.486486486486,3744304921.52,3785221421.52,0.37,60497601.62,616127229.24
2836720,吉冈精密,26.3,0.138528,3.2,0,24,23.1,26.91,24,31167.17,80191456.56,0.14804400531449,6.3304159727018,-0.26024574228167,0.12597402597403,16.125076640098,553684405.7,2408146350,1.631,28729663.49,170037950.05
2836433,大唐药业,9.7,0.126597,1.09,0,8.65,8.61,9.8,8.56,52053.44,47852095.93,0.06746024042148,2.8740673011835,0.044292944971229,0.14401858304297,20.63829787234,748468082.6,1409076329.7,0.47,28492540.15,134392647.88
1300847,中船汉光,18.29,0.120024,1.96,0.0018371096142068,17.5,16.33,19.6,17.5,302807.98,574048286.3,0.20050004771352,10.470538727524,0.63725353097469,0.12859767299449,39.341793934179,2762272636.52,5414022900,0.4649,72727902.16,728161347.76
1002694,顾地科技,3.7,0.10119,0.34,0,3.32,3.36,3.7,3.32,277014.00,100338869,0.050096571180556,4.574086549893,1,0.11309523809524,-7.2549019607843,2045952000,2209628160,-0.51,-68209709.97,1123513593.57
1300776,帝尔激光,253.7,0.101176,23.31,0.0030383263162463,232.23,230.39,269.9,232.23,30216.60,751052948.83,0.051990306897767,2.873174349612,0.55555555555556,0.16350536047572,67.473404255319,14744962816,26960861368,3.76,281447016.18,934510558.38
1000530,冰山冷热,4.68,0.101176,0.43,0,4.29,4.25,4.68,4.21,642923.71,294011776.28,0.10684898560701,1.148050172353,1,0.11058823529412,-161.37931034483,2816014532.76,3946234532.76,-0.029,-41549634.34,1751913803.14
1002094,青岛金王,4.68,0.101176,0.43,0,4.25,4.25,4.68,4.22,441348.04,201541790.64,0.063880388726057,5.3228845856972,1,0.10823529411765,-9.7337770382695,3233400529.32,3233400529.32,-0.4808,47833771.79,2686168906.91
0600255,鑫科材料,2.94,0.101124,0.27,0,2.67,2.67,2.94,2.67,2772053.84,793968940,0.15664918264239,1.745218772649,1,0.10112359550562,98,5202605051.7,5290658051.7,0.03,63625753.18,2431079105.8
0601107,四川成渝,5.34,0.101031,0.49,0,5.34,4.85,5.34,4.85,1543438.42,801191563,0.071364954640872,4.0892718765566,1,0.10103092783505,12.133605998637,11549031600,16330040400,0.4401,935361633.57,6311713048.02
0600530,交大昂立,4.36,0.10101,0.4,0,3.93,3.96,4.36,3.91,407104.08,170366239,0.052192830769231,3.2231877173314,1,0.11363636363636,55.189873417722,3400800000,3400800000,0.079,23753831.84,261489542.54
1000056,皇庭国际,4.8,0.100917,0.44,0,4.4,4.36,4.8,4.4,514220.66,244570247.14,0.056899608805788,2.8383886857607,-0.10526683431126,0.091743119266055,-15.483870967742,4337919398.4,5637737856,-0.31,-26040205.85,552981706
1002665,首航高科,4.26,0.100775,0.39,0,3.75,3.87,4.26,3.75,4003734.65,1650202399.26,0.15770700989917,2.0579260538781,1,0.13178294573643,-12.29792147806,10814934364.62,10814950339.62,-0.3464,-100637188.07,780244590.06
1002641,永高股份,5.69,0.10058,0.52,0,5.18,5.17,5.69,5.15,280967.77,155978355.09,0.022973016143199,4.8220571779663,1,0.10444874274662,11.612244897959,6959062760.13,7029334197.54,0.49,360054186.66,6368911660.06
0603803,瑞斯康达,7.99,0.100551,0.73,0,7.7,7.26,7.99,7.4,289811.65,225148708,0.068829788654232,7.4692184181769,1,0.081267217630854,-5.2222222222222,3364233900.43,3364233900.43,-1.53,-723074652.39,1325238848.92
