日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-20,1002990,盛视科技,29.09,-0.028065,-0.84,0.00033411293017045,29.72,29.93,30.13,29,14478.49,42552532.49,0.022938038656527,0.56228019076024,0.070866141732283,0.037754761109255,24.241666666667,1836160800,7475519110,1.2,161788484.5,794339206.45
2021-12-21,1002990,盛视科技,30.01,0.031626,0.92,0.00034376074252326,28.86,29.09,30.01,28.86,17394.11,51637503.19,0.027557208491762,0.63424746944372,0.25538311945855,0.039532485390169,25.008333333333,1894231200,7711939790,1.2,161788484.5,794339206.45
2021-12-22,1002990,盛视科技,31.15,0.037987,1.14,0.00099966677774067,30.09,30.01,31.29,29.74,29229.44,90141565.51,0.04630773130545,1.0658032146087,-0.44224765868887,0.051649450183272,25.958333333333,1966188000,8004895850,1.2,161788484.5,794339206.45
2021-12-23,1002990,盛视科技,30.5,-0.020867,-0.65,-0.0012841091492777,31.2,31.15,31.33,30.4,15983.62,49012934.28,0.025322591888466,0.68771599201432,0.014625228519196,0.029855537720706,25.416666666667,1925160000,7837859500,1.2,161788484.5,794339206.45
2021-12-24,1002990,盛视科技,29.82,-0.022295,-0.68,0.001311475409836,30.51,30.5,30.7,29.67,12616.72,37811650.4,0.019988466413181,0.64916851897588,0.14285714285714,0.033770491803279,24.85,1882238400,7663113780,1.2,161788484.5,794339206.45
2021-12-27,1002990,盛视科技,29.71,-0.003689,-0.11,0.0020120724346077,30.1,29.82,30.45,29.39,11654.00,34836827.2,0.018463244613435,0.64960981047938,0.042735042735043,0.035546613011402,24.758333333333,1875295200,7634846090,1.2,161788484.5,794339206.45
2021-12-28,1002990,盛视科技,31.19,0.049815,1.48,0.0013463480309661,29.7,29.71,31.19,29.48,29204.05,89925131.04,0.046267506337136,1.6809440760694,-0.020262216924911,0.057556378323797,25.991666666667,1968712800,8015175010,1.2,161788484.5,794339206.45
2021-12-29,1002990,盛视科技,32.2,0.032382,1.01,-0.002244309073421,31.2,31.19,32.44,30.5,48957.22,155141271.24,0.077562135614702,2.4807055413677,-0.10921389636829,0.062199422891952,26.833333333333,2032464000,8274723800,1.2,161788484.5,794339206.45
