日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-20,1300589,江龙船艇,24.51,-0.018029,-0.45,-0.0036057692307692,25.01,24.96,25.14,24.21,35178.70,86384731.66,0.017775510522003,0.82167115122298,0.57558139534884,0.037259615384615,141.10535405872,4850662015.77,5445083878.95,0.1737,15929531.37,369281705.76
2021-12-21,1300589,江龙船艇,24.7,0.007752,0.19,0.0012239902080782,24.51,24.51,24.73,24.41,23575.44,57941149.72,0.011912477771517,0.54403522374834,-0.60940154804606,0.013055895552836,142.19919401267,4888264046.9,5487293831.5,0.1737,15929531.37,369281705.76
2021-12-22,1300589,江龙船艇,24.46,-0.009717,-0.24,0.00080971659919027,24.79,24.7,24.81,24.44,19998.00,49082397.6,0.010104826483611,0.46148094816128,0.61526717557252,0.01497975708502,140.81750143926,4840766744.42,5433975996.7,0.1737,15929531.37,369281705.76
2021-12-23,1300589,江龙船艇,24.1,-0.014718,-0.36,0,24.4,24.46,24.55,24.08,21474.70,51996980.1,0.010850990963477,0.66650217256362,0.58208955223881,0.019215044971382,138.74496257916,4769520790.7,5353999244.5,0.1737,15929531.37,369281705.76
2021-12-24,1300589,江龙船艇,23.43,-0.027801,-0.67,0,24.12,24.1,24.21,23.38,26943.00,63801800,0.013614078405237,0.93802222593583,0.34593572778828,0.034439834024896,134.88773747841,4636924154.61,5205153622.35,0.1737,15929531.37,369281705.76
2021-12-27,1300589,江龙船艇,23.73,0.012804,0.3,-0.00085360648740929,23.6,23.43,23.93,23.43,19232.42,45627531.06,0.0097179851465114,0.75620537258973,0.19313850063532,0.021340162185233,136.61485319516,4696295782.71,5271800915.85,0.1737,15929531.37,369281705.76
2021-12-28,1300589,江龙船艇,24.06,0.013906,0.33,0.00084281500210702,23.71,23.73,24.14,23.69,19703.36,47274339.12,0.0099559472919356,0.88581499064883,-0.20675105485232,0.018963337547408,138.51468048359,4761604573.62,5345112938.7,0.1737,15929531.37,369281705.76
2021-12-29,1300589,江龙船艇,24.14,0.003325,0.08,-0.0004156275976724,24.2,24.06,24.9,24.1,33128.00,81128240,0.016739308518306,1.5431339668344,0.019908116385911,0.033250207813799,138.97524467473,4777437007.78,5362885550.3,0.1737,15929531.37,369281705.76
