日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-21,1300459,汤姆猫,5.42,0.022642,0.12,-0.0018867924528301,5.26,5.3,5.58,5.2,4216332.97,2267209611.27,0.12390461742032,0.80235215431287,0.063152995420485,0.071698113207547,26.712666338098,18443642515.66,19055695289.38,0.2029,600324750.03,1402053180.02
2021-12-22,1300459,汤姆猫,5.53,0.020295,0.11,0,5.43,5.42,5.85,5.38,4480487.73,2529259642.69,0.13166728576517,0.85261980211631,0.039337318098069,0.086715867158672,27.254805322819,18817959983.69,19442434492.67,0.2029,600324750.03,1402053180.02
2021-12-23,1300459,汤姆猫,5.44,-0.016275,-0.09,0.0018083182640146,5.41,5.53,5.7,5.33,3186707.23,1758357447.72,0.093647191285208,0.58552664719901,0.64014768604229,0.066907775768535,26.811237062592,18511700237.12,19126011508.16,0.2029,600324750.03,1402053180.02
2021-12-24,1300459,汤姆猫,5.27,-0.03125,-0.17,-0.005514705882353,5.59,5.44,5.65,5.25,2636322.47,1417609470.91,0.077473133494469,0.48286756416298,0.50416314820575,0.073529411764706,25.973385904386,17933209604.71,18528323648.53,0.2029,600324750.03,1402053180.02
2021-12-27,1300459,汤姆猫,5.14,-0.024668,-0.13,0,5.21,5.27,5.28,5.03,2024223.00,1043166345.42,0.059485476638818,0.4802503612869,0.53869947076434,0.047438330170778,25.33267619517,17490834415.22,18071268226.46,0.2029,600324750.03,1402053180.02
2021-12-28,1300459,汤姆猫,5.21,0.013619,0.07,-0.0019455252918288,5.16,5.14,5.3,5.11,1901613.31,991386269.65,0.055882367766827,0.57471166395391,0.14289183518263,0.036964980544747,25.677673730902,17729036440.33,18317374992.19,0.2029,600324750.03,1402053180.02
2021-12-29,1300459,汤姆猫,5.3,0.017274,0.09,0,5.21,5.21,5.53,5.07,2523084.27,1338829134.1,0.074145422910842,0.88657761058342,0.17986940129626,0.088291746641075,26.121241991129,18035296186.9,18633797976.7,0.2029,600324750.03,1402053180.02
