日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-20,0688026,洁特生物,69.01,-0.004472,-0.31,0,68.51,69.32,70.5,67,5663.20,39353768,0.01085006521113,0.92535947712418,-0.34327036599764,0.050490478938257,49.292857142857,3601982332.78,6901000000,1.4,150928316.74,632192004.71
2021-12-21,0688026,洁特生物,68.1,-0.016606,-1.15,-0.0012996389891697,69.25,69.25,71.6,67.18,5425.93,37348971,0.010395482118065,0.89113289975036,0.71555478139697,0.063826714801444,48.642857142857,3554484811.8,6810000000,1.4,150928316.74,632192004.71
2021-12-22,0688026,洁特生物,76.85,0.128488,8.75,0,69.1,68.1,77.69,68.38,23015.22,168967102,0.044094617503972,3.7799270792274,-0.060281043877258,0.1367107195301,54.892857142857,4011191744.3,7685000000,1.4,150928316.74,632192004.71
2021-12-23,0688026,洁特生物,82.06,0.065714,5.06,0,77,77,82.61,76.64,23536.17,188569289,0.045092700120115,2.3433064516129,-0.0080203839360686,0.077532467532468,58.614285714286,4283128100.68,8206000000,1.4,150928316.74,632192004.71
2021-12-24,0688026,洁特生物,81.45,-0.004887,-0.4,0,82.89,81.85,86.98,81.06,14450.67,121087325,0.027685886397181,1.1286059044049,0.10893860857774,0.072327428222358,58.178571428571,4251289103.1,8145000000,1.4,150928316.74,632192004.71
2021-12-27,0688026,洁特生物,84.5,0.038084,3.1,0.00061425061425058,83.23,81.4,86.55,80.32,13304.11,111952763,0.02548920417362,0.91626101928375,0.036906217452339,0.076535626535627,60.357142857143,4410484091,8450000000,1.4,150928316.74,632192004.71
2021-12-28,0688026,洁特生物,88.48,0.047101,3.98,0,86,84.5,88.65,84.06,16956.28,148229052,0.032486358196457,1.0568611318873,0.3329812066586,0.054319526627219,63.2,4618220501.44,8848000000,1.4,150928316.74,632192004.71
2021-12-29,0688026,洁特生物,90.09,0.019694,1.74,0.001018675721562,88.47,88.35,90.81,87.61,14500.69,130054701,0.027781719188158,0.78856097189594,-0.75623745339834,0.036219581211092,64.35,4702254577.02,9009000000,1.4,150928316.74,632192004.71
