日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-20,1002353,杰瑞股份,39.69,-0.003515,-0.14,0.0017574692442882,39.35,39.83,40.3,39.22,49211.67,195808556.79,0.0051377005692951,0.56174627417676,-0.75784753363229,0.027115239769018,22.05,38017224942.48,38017224942.48,1.8,1146049640.29,5528395699.44
2021-12-22,1002353,杰瑞股份,39.1,0.004883,0.19,0.0012850167052173,39.25,38.91,39.59,38.99,41737.89,163847748.03,0.0043574375999469,0.67247157882526,0.72848948374761,0.015420200462606,21.722222222222,37452091087.2,37452091087.2,1.8,1146049640.29,5528395699.44
2021-12-23,1002353,杰瑞股份,39.39,0.007417,0.29,-0.00025575447570327,39.47,39.1,39.65,38.76,40691.06,159571533.41,0.0042481485006955,0.71762500352719,0.24721093884089,0.022762148337596,21.883333333333,37729868744.88,37729868744.88,1.8,1146049640.29,5528395699.44
2021-12-24,1002353,杰瑞股份,40.25,0.021833,0.86,0,39.53,39.39,40.3,38.82,54819.87,218094434.17,0.0057231969024356,1.0134261724123,-0.87687505419232,0.037572988068037,22.361111111111,38553623178,38553623178,1.8,1146049640.29,5528395699.44
2021-12-27,1002353,杰瑞股份,39.43,-0.020373,-0.82,0,40.1,40.25,40.25,39.31,49569.74,196679685.85,0.0051750830934575,0.96577472801521,-0.36933045356371,0.023354037267081,21.905555555556,37768182904.56,37768182904.56,1.8,1146049640.29,5528395699.44
2021-12-28,1002353,杰瑞股份,40.11,0.017246,0.68,0.00025361399949272,39.68,39.43,40.48,39.51,51836.33,207567214.95,0.0054117151917659,1.0085673982411,-0.29541864139021,0.024600557950799,22.283333333333,38419523619.12,38419523619.12,1.8,1146049640.29,5528395699.44
2021-12-29,1002353,杰瑞股份,40.41,0.007479,0.3,0.00024931438543999,40.13,40.11,40.49,39.65,50982.78,204854382.41,0.0053226045332387,1.0681764469251,-0.37188713564451,0.020942408376963,22.45,38706879816.72,38706879816.72,1.8,1146049640.29,5528395699.44
