日期,代码,名称,价格,涨跌幅,涨跌额,5分钟涨,今开,昨收,最高,最低,成交量,成交额,换手率,量比,委比,振幅,市盈率,流通市值,总市值,每股收益,净利润,主营收
2021-12-20,0603919,金徽酒,39.15,0.005135,0.2,0,38.88,38.95,39.69,38.65,110123.16,431765208,0.022414321065201,0.92720613494453,0.04745627580266,0.026700898587933,47.743902439024,19234674570.15,19859228882.55,0.82,243084119.54,1341038920.06
2021-12-21,0603919,金徽酒,39.25,0.00281,0.11,0.0002554931016862,38.82,39.14,40.25,38.8,101774.49,401223802,0.020715043911808,0.89944296561817,0.57740778091063,0.037046499744507,47.865853658537,19283805284.25,19909954882.25,0.82,243084119.54,1341038920.06
2021-12-22,0603919,金徽酒,39.39,0.003567,0.14,0,39.3,39.25,40,38.99,81779.61,323630200,0.016645312712847,0.72273607016353,0.0017842660178427,0.025732484076433,48.036585365854,19352588283.99,19980971281.83,0.82,243084119.54,1341038920.06
2021-12-23,0603919,金徽酒,43.41,0.100101,3.95,0,39.48,39.46,43.41,39.47,184498.48,762025043,0.037552574469908,1.6902895045441,0.93301523557285,0.099847947288393,52.939024390244,21327642990.81,22020156469.77,0.82,243084119.54,1341038920.06
2021-12-24,0603919,金徽酒,42.57,-0.01935,-0.84,0,44,43.41,45.14,42.1,247448.88,1081572271,0.050365414900412,1.9582477065963,-0.0055465871931785,0.070029947016816,51.914634146341,20914944992.37,21594058072.29,0.82,243084119.54,1341038920.06
2021-12-28,0603919,金徽酒,40.8,-0.003176,-0.13,0,41.22,40.93,41.74,40.27,112751.97,460304900,0.022949385545365,0.7444732984708,-0.0078100593564511,0.035914976789641,49.756097560976,20045331352.8,20696207877.6,0.82,243084119.54,1341038920.06
